0,1,2,3,4
"하루 20분, 컬쳐 리스닝 픽업",15시간,2021.12.14,5점,"좋은 연수네요^^

리스닝에 자신 없는 선생님들~

어서들 들어요^^"
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2021.12.14,5점,"온작품 읽기에 어려움을 느끼는 선생님들~~

이 연수 맛집이에요^^

어서들 오세요!!"
"엑셀, 파워포인트 2013 기초부터 인포그래픽 활용까지!",30시간,2021.12.14,5점,"자신 없는 교사들이여~

이 연수를 들으라!!"
"하루 20분, 컬쳐 리스닝 픽업",15시간,2021.12.14,5점,"야나두까진 아니지만ㅋ

좋은 강의입니다!!

리스닝에 자신감이 생기네요^^"
기후변화 이야기,15시간,2021.12.14,5점,"내가 몰랐던 환경에 대한 다양한 정보와

환견을 생각하게 만드는 좋은 강의입니다!!

적극 추천합니다!!^^"
수업을 살리는 놀이 레시피,30시간,2021.12.14,5점,"내 수업이 재미없다!!

내 수업에 자신없다!!

이런 분들에게 적극 추천합니다!!

후회하지 않을거에요~~^^"
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-근현대사",30시간,2021.12.14,5점,"한국사능력검정시험을 준비하는 중에 관련된 강의가 있어서 듣게 되었습니다.
중요한 내용을 잘 짚어주시고 강의시간도 적당해서 집중하는 데 도움이 되었고 자막이나 효과음 등 과하지 않은 정도로 편집된 영상도 보기에 좋았습니다."
옆반 쌤이 알려주는 꿀팁(실시간 쌍방향 수업편),15시간,2021.12.14,5점,"전부터 듣고 싶었는데 시간이 없다, 바쁘다 핑게로 이제야 했어요^^ 수업하는데 도움이 많이 될 것 같아요^^"
한 번에 끝내는 법정연수 1,6시간,2021.12.14,3점,보통 연수
기초영어 회화 핵심표현 Real Speaking,30시간,2021.12.14,1점,시험이 어려움
7인의 전문의와 함께하는 메디컬 콘서트,30시간,2021.12.14,4점,굿~!
세상에서 제일 쉬운 과학 이야기,30시간,2021.12.14,5점,과학에 대해 여러가지 방면에서 다양하게 설명해주셔서 좋았어요. 단편적으로만 알고 있던 과학 지식을 통합적인 측면에서 알게 되어서 좋았습니다.
교사를 위한 교실 밖 여행인문학,15시간,2021.12.14,5점,"여행을 통해 다양한 시야를 얻게 되는데, 교사를 위한 교실 밖 여행인문학은 여행 속에서 더 넓은 사고를 할 수 있도록 도와주는 연수입니다. 인문학과 연결되니 여행이 더욱 풍족해진다고 느껴집니다."
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2021.12.13,5점,제목처럼 15시간 짧은 연수지만 교직생활에 꼭 플러스 알파가 될 수 있는 알찬 연수였습니다. 그림을 잘 못그리는 그린이? 들도 쉽게 따라서 그려가며 차근차근 배울 수있고 실습할 수 있는 준비물들도 알차게 챙겨주어서 좋았습니다~ 또다른 알찬 연수 기대할게요~
초등 고학년 탐구생활,15시간,2021.12.13,5점,고학년 학생을 대하면서 느낀 고민과 어려움을 해결해주는 강의입니다.
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.12.13,5점,"올해 6학년 졸업생들에게 줄 문집을 만들고 있는데, 그 문집에 학생들을 한 명씩 손그림으로 그려서 선물해 주고 싶어요. 저는 의욕만 앞서서 그림 그리기와 관련된 펜들은 많은데 정작 사용을 잘 못하고 있었거든요. 올해가 가기 전 꼭 성취하도록 하겠습니다. 실용적인 연수 감사합니다."
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.12.13,5점,"미술 치료에 관한 연수를 수강하고 싶었는데, 생각보다 마음에 드는 커리큘럼을 가진 연수를 발견하기가 쉽지 않았습니다. 교실 환경에서의 구체적인 가이드라인을 제시해주셔서 감사합니다."
2학점(30차시) 연간수강권,0시간,2021.12.13,5점,수강권이 있으니 미리 구매하고 나중에 원하는 강좌를 듣기가 좋습니다
수업을 살리는 체육 레시피,30시간,2021.12.13,5점,"경쟁형 게임 활동만 하면 학생들의 운동기능과 협동능력을 키워주는 데 한계가 있기에, 늘 고민이 컸던 부분이 바로 '체육수업'입니다. 단순한 운동기능연습, 전략연구를 넘어서 어떻게 하면 놀이형 기능 훈련 활동을 제시해줄 수 있을까에 대한 구체적인 도움을 얻을 수 있었습니다."
수업을 살리는 미술 레시피,30시간,2021.12.13,5점,"수업 현장을 배경으로 강의를 만들어주셔서, 실제 수업에서 어떤 발문과 어떤 동기유발을 제공해야하는지에 대한 구체적인 도움이 되었습니다. 학생들이 흥미를 가질만한 그리기, 만들기, 감상 수업 등 다양한 활동을 제시해주셔서 좋았습니다. 이대로만 따라가도 1년 미술 살림이 문제 없을 것 같네요!"
기후변화 이야기,15시간,2021.12.13,5점,"지구의 탄생에서 지금까지 수 많은 기후변화르 겪고 왔지만 가장 짦은 시간에 급격하게 기후를 변화시키고 자연을 몸살나게 하는 시기는 인간이 지구를 정복하게된 시기임을 이 연수에서는 강조하고 나 또한 매우 공감하는 바이다. 결국 기후변화가 올바르게 진행될려면 인간이 어떻게 행동하느냐에 따라 결정이 되기 때문에 이 문제를 가지고 정치, 경제, 문학 등 모든 학문에서 심도 있게 다루고 전 세계가 이를 긍정적 자세로 해결해 나간다면 해결할 수 있다는 걸 이 연수는 말하고 있음을 알 수 있다. 기후변화의 중요성에 대한 나의 인식을 바꿔준 정말 유익한 연수였습니다."
나만의 여행책 만들기,30시간,2021.12.13,4점,"^^ 여행을 다니고, 맛집을 찾아가는 것을 좋아합니다. 그래서 이 연수를 신청하여 듣게 되었습니다. 여행의 일상을 조금씩 정리하는 방법에 대한 팁을 얻을 수 있었습니다."
옆반 쌤이 알려주는 꿀팁(온라인 수업편),15시간,2021.12.13,5점,이 연수는 정말 온라인 수업 중 문제가 발생하였을 때 컴퓨터를 잘하는 옆반 선생님에 도움을 청하면 바로 달려와서 문제점을 자세하고 친정하게 알려주는 듯한 느낌이 드는 연수일 만큼 편안하게 들었습니다. 비록 몇몇은 이해하기 어려운 용어도 있었고 강의와 실습을 동시에 하기에는 실력이 미흡하여 제대로 따라가지 못하고 다시 되돌려 보기를 반복하면서 보았지만 오히려 그것이 온라인 수업 콘텐츠에 대한 내용을 더 자세히 알고 지식을 공고히 할 수 있어서 전화위복이 되었습니다. 이번에 배운 연수를 토대로 앞으로 온라인 수업에 좀 더 즐겁고 적극적이 자세로 임해서 학생들과 즐겁게 수업을 하겠습니다.
파워포인트로 끝내는 교실 콘텐츠 창작 비법 노트,15시간,2021.12.13,5점,그동안 파워포인트를 사용한다 했지만 단순히 수업에 참고자료로 발표 위주로만 사용했기 때문에 몇가지 기능만을 가지고 돌려막기를 했었는데 이 연수를 듣고 나서는 주변에 온라인 콘텐츠를 굳이 찾아서 사용하지 않아도 파워포인트 하나면 웬만한 컨텐츠 제작을 초보자라도 쉽게 할 수 있어서 놀라웠다 그리고 무엇보다도 파워포인트에는 정말 많고 다양한 알찬 기능을 가진 프로그램이 탑재되어 있고 이것을 가지고 어떠한 수업 컨텐츠도 뚝딱하고 만들 수 있어서 가히 나에게는 매직이라고 할 수 있었다. 파워포인트를 알고 싶으면 이 연수는 반드시 들어야 함을 추천합니다.
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2021.12.13,5점,"온작품읽기를 위한 책은 학년에 많이 구비되어있으나, 항상 아이들과 책을 읽고 난 후 어떻게 활용해 나가야할지, 어떻게 수업과 연계시켜야할지 고민이 많았습니다. 단순히 책을 읽고 내용을 확인하는 수준을 넘어서 온작품을 읽고 이를 수업과 연계하고 확장시켜나갈 수 있도록 길잡이가 되어주는 강의였습니다. 강의를 듣고 바로 수업에 적용해볼 수 있다는 점에서 활용도가 매우 높은 강의였다고 생각됩니다."
메이슨의 패턴잉글리쉬,30시간,2021.12.13,5점,"다양한 예문과 따라하기 연습이 도움이 많이 됩니다.
복습으로 여러 번 보는 것도 좋을 것 같아요."
파워포인트로 끝내는 교실 콘텐츠 창작 비법 노트,15시간,2021.12.13,5점,학급 운영에 필요한 다양한 콘텐츠 제작에 많은 도움이 되었습니다.
재테크보다 중요한 나만의 재무설계,15시간,2021.12.13,5점,"재무와 관련해서는 모르는 부분이 너무 많아서 연수를 통해 기본 경제 상식을 얻고자 연수를 신청하게 되었습니다.
와, 그런데 앞으로의 재무 설계에 대한 고민을 해결할 수 있는 매우 유익한 시간이었습니다. 부동산, 절세, 보험과 관련하여 모르는 것이 많아 그저 포기하게 되었던 재테크에 대해 눈뜰 수 있었습니다. 특히 교사들에게 맞춤 형식으로 강의와 질의응답이 제공되었다는 점에서 좋았습니다. 앞으로도 교사들의 눈높이에 맞는 재테크 연수 기대하겠습니다~~^_^"
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2021.12.13,5점,"알찬 연수였습니다. 온책읽기, 힘은 많이 들지만 그만큼 많은 보람도 얻고 있는 학습이예요~~평가 문항 선정에 좀더 신경을 써 주셨으면 합니다. 다양한 도서에 적용할 수 있는 시험 문항을 출제해 주셨으면 해요~^^"
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2021.12.13,5점,"초임 시절, 막막하기만 했던 학급 경영에 대해 알아볼 수 있는 시간이었습니다. 감사합니다!"
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2021.12.13,5점,몇 작품을 지정해서 활용방법까지 알려주셔서 좀 더 편하게 학교 현장에 적용해볼 수 있을 것 같습니다!
지리와 함께하는 인문학 티타임,30시간,2021.12.13,5점,"지리, 인문학 여행을 하는 기분이예요.
연수 제목처럼 티타임 시간을 갖는 기분이었어요.
힐링되는 좋은 연수 준비해주셔서 고맙습니다.^^"
파워포인트로 끝내는 교실 콘텐츠 창작 비법 노트,15시간,2021.12.13,5점,"파워포인트의 다양한 기능을 알게 되서 좋았고, 이런 유용한 기능을 통해 수업자료를 만들 수 있게 되어 좋았어요.
손그림 그리기도 좋았는데, 파워포인트로 깔끔하게 그림 그리니 정말 좋습니다."
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2021.12.13,5점,"조금 더 자세하게 알게 된 계기가 되었고, 당시 시대 상황을 더욱 생생하게 상상하게 된 것 같아 연수하는 시간이 유익했다는 생각이 든다."
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.12.13,3점,현장에서 어떻게 쓸지는 좀더 연구해봐야될것 같아요
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.12.13,5점,"평소 아이들의 그림을 보면서 '저 안에 어떤 생각들이 담겨 있을까?'라고 고민을 많이 했었습니다.
그래서 이 연수를 택해서 듣게 되었고 아이들의 심리를 이해하는데 많은 도움을 받았습니다."
세상에서 제일 쉬운 과학 이야기,30시간,2021.12.13,5점,"과학은 어렵고 재미없는 학문이었는데, 쉽고 재미있는 이야기로 만들어준 연수"
[2022학년도 입시전략 특강] 대학진학은 전략싸움이다!,3시간,2021.12.13,5점,입시 전략
"[고1, 고2 입시전략 특강] 대학진학은 전략싸움이다!",4시간,2021.12.13,5점,입시 전략~
한 번에 끝내는 법정연수 1,6시간,2021.12.13,5점,한번에 있으니까 편하고 좋아요
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2021.12.13,5점,자신을 내어놓고 나라와 민족을 위한 헌신과 애국을 자랑합니다~~
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2021.12.13,5점,의미 깊은 연수로 도움이 많이 되었습니다.
English Grammar in Use,30시간,2021.12.13,5점,"늘 숙제같이 느껴지는 영어.
일상에 쫓겨 올해도 공부할 엄두도 못 냈었는데..
동료 선생님의 추천으로 듣게 된 연수.
너무 알찬 연수였어요.
다시 영어를 시작하고 싶은 마음이 들게 한 연수.
추천합니다.^^"
"상상을 실천으로, 삶을 바꾸는 사회 수업 이야기",5시간,2021.12.13,5점,좋아요
저자가 알려주는 수학 교과서 100% 활용하기 (초등 3~4학년),5시간,2021.12.13,5점,좋아요
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.12.13,5점,그림연수 자꾸 듣게돼요
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.12.13,5점,"재미있고 간단하게 배울 수 있어서 좋았습니다.
실용적인 강의였어요"
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-근현대사",30시간,2021.12.13,5점,쉽고 재미있는 연수!
지리와 함께하는 인문학 티타임,30시간,2021.12.13,5점,"여러가지 알지 못했던 내용들을 알게 되어 좋았고, 동화나 책에서 내올 수 있는 인문학적인 지식들도 무척 재미있었습니다."
메이슨의 패턴잉글리쉬,30시간,2021.12.13,3점,언어 학습에 있어 패턴을 익히는 것이 회화 능력 향상에 많은 도움이 되므로 신청했습니다. 아주 기초적인 부분부터 자세히 설명하고 반복 할 수 있는 점은 좋았으나 영어 수준이 어느 정도 되는 분들은 조금 쉬운 내용일 수도 있습니다. 기초가 부족하신 분들에게는 아주 좋은 연수가 될 듯 합니다.
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2021.12.13,5점,좋아요~
수업을 살리는 미술 레시피,30시간,2021.12.13,5점,다양한 소재로 흥미있게 학생들이 수업에 참여할 수 있도록 구성되어있는 연수가 좋았습니다.
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.12.13,5점,미술치료를 수업에 도입한다? 연수를 듣기 전에는 반신반의 했다. 전문가도 아닌 내가 과연 가능할까? 연수를 듣다 보니 물음표는 점점 느낌표로 변해갔다. 특히 코로나19로 마음의 상처가 깊은 학생들에게 적용하니 더 효과가 컸다. 비록 전문가 만큼의 치료는 못하지만 마음의 상처를 어루만져 주고 위로해 주고 어떤 부분에서 마음의 상처가 생겼는지 파악하게 되어 학생과 더 가까워진 느낌이 들어 좋았다.
초등학생 탐구생활,30시간,2021.12.13,5점,정말 도움이 되는연수입니다.
초등학생 탐구생활,30시간,2021.12.13,5점,아이를 이해할 수 있는 좋은 연수였습니다.
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2021.12.13,5점,"온작품 전에 대한 이해를 알기 쉽게 설명해 주셨고, 책을 읽고 수업에 직접 활용하는데 도움이 되었습니다. 단순한 읽고 독후활동을 하는 것에 그치지 않고 학생들의 삶과 수업에 잘 녹아서 활용될 수 있는 예시 자료가 있어서 좋았습니다."
수업을 살리는 체육 레시피,30시간,2021.12.13,5점,"실제 수업 영상이 많아서 도움이 됐습니다.
유익한 연수 감사합니다."
지리와 함께하는 인문학 티타임,30시간,2021.12.13,5점,평소 생활에서 쉽게 접하지만 가볍게 무심코 지나갔던 소소한 것들을 재미있고 심도있게 풀이해주는 재미있는 연수이었습니다.
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2021.12.13,5점,잘 모르고 쉽게 지나칠 수 있던 부분을 알게 되었고 교수 자료로도 잘 사용할 수 있을 거라고 생각합니다.
메이슨의 패턴잉글리쉬,30시간,2021.12.13,4점,메이슨 패턴잉글리쉬 생각보다 틀리기 쉬운 표현 많이 알려줘 좋았어요
SNS 잉글리시 톡,30시간,2021.12.13,4점,이 연수 너무 좋았어요 도움도 많이 되었구요 그런데 왜 요즘은 안보이는건지 추천하고 싶은데
수업을 살리는 체육 레시피,30시간,2021.12.13,5점,어렵던 체육을 조금 더 쉽게 접근할 수 있게 해준 좋은 연수였습니다~
7대 표준안으로 실천하는 학교안전교육,15시간,2021.12.13,5점,안전에 대한 기본을 제시해 준 좋은 연수였습니다~
"엑셀, 파워포인트 2013 기초부터 인포그래픽 활용까지!",30시간,2021.12.13,5점,어렵게 느껴지던 엑셀을 쉽게 따라할 수 있게 해준 연수였습니다~
세상에서 제일 쉬운 과학 이야기,30시간,2021.12.13,5점,풀어주셔서 정말 감사합니다. 학생들에게 흥미를 불러일으킬만한 여러 이야기들을 잘 설명해주셔서 수업시 활용하기에 너무 좋을 것 같습니다. 감사합니다!
참여하고 탐구하는 통합과학 수업방법,15시간,2021.12.13,5점,많은 방법과 예시 수업을 알려주셔서 감사합니다!
'척' 하면 '딱' 붙는 대입 진학지도,15시간,2021.12.13,5점,감사합니다!
기후변화 이야기,15시간,2021.12.13,5점,연수를 듣는 내네 이렇게 집중해서 내용을 듣고 즐겁게 이해한것이 있나 싶었습니다. 강사님이 너무 친절하고 이해하기 쉽게 설명을 잘해주셔서 어려운 내용도 모두 쉽게 이해할 수 있었습니다. 특히 환경에 스스로 조금은 관심있다고 생각을 했는데 이 연수를 통해 여러 이론이나 현재 상태 등에 대해 알게 되고 그로인해 환경 오염과 지구 기후 변화에 매우 큰 관심을 갖게 되었습니다. 그리고 앞으로 제가 무엇을 해야할 지에 대해서도 많은 고민을 하게 되었습니다. 강사님 너무 잘들었습니다. 건강하세요! 그리고 이렇게 좋은 연수 기획해주신 티셀파에도 감사드립니다!
재테크보다 중요한 나만의 재무설계,15시간,2021.12.13,5점,이론을 쉽게 알려주시고 비슷한 사례를 들어주시는 설명에 많은 것을 알게되어 재 나름의 재테크 계획을 짜고 포트폴리오를 작성하는데 큰 도움이 되었습니다. 감사합니다!
"엑셀, 파워포인트 2013 기초부터 인포그래픽 활용까지!",30시간,2021.12.13,5점,엑셀과 파워포인트의 기본도 잘 몰랐었는데 연수를 통해 차근차근 따라하여 지금은 많은 발전을 이루었습니다. 큰 도움이 되었습니다!!
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.12.13,5점,"학창 시절에 그림을 그리면서 공부하는 친구를 부러워하며 나도 그림을 잘 그렸으면 좋겠다고 생각했습니다.

교사가 되고 난 후에 아이들에게 그림을 그리면서 설명하면 도움이 되겠다고 생각했습니다.

이렇게 생각만 품고 살았는데 쉬운 방법으로 그림을 그리는 방법을 알려주셔서 실천할 수 있었습니다.

정말 감사합니다! 배운 것을 더욱 익혀서 학교에서 잘 응용해보도록 하겠습니다."
일본어 마스터 1,30시간,2021.12.07,5점,어학연수를 특히 좋아하는 제게 일본어 연수는 더욱 재미있고 신나고 즐거웠습니다. 감사합니다.~^^
디바 제시카의 왕초보 영어 따라잡기,15시간,2021.12.07,5점,역시 영어연수는 생동감있고 역동적이라서 신이 납니다. 즐거운 연수 시간이었습니다.감사합니다.^^
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2021.12.07,5점,"동양화에 대해서 잘 몰랐는데, 그림 이면에 있는 화가의 진지한 의도와 의미를 생각해보는 좋은 경험이 되었습니다."
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.12.07,5점,"초등학교 선생님들 중에는 대단한 분들이 많으세요~~

이번 강의를 해주신 분도 대단한 능력자시네요^^

손그림과 파워포인트로 다양한 그림을 그려

학교 교육과정 운영에 적용할 수 있는 다양한 팁을 알려주는

이 연수를 적극 추천합니다!!

망설이지 마시고 신청 고고!!"
세상에서 제일 쉬운 과학 이야기,30시간,2021.12.07,4점,"관심이 생겼어요~~^^

고대 과학자들에 대한 내용들이 주로 나옵니다!!

과학에 관심이 없는 저에게는 조금 어려운 내용도 있었지만

관심을 갖게 만들어준 연수에 감사한 마음을 전합니다!!"
"행복한 학급 만들기, 학생과 교사 자존감 수업",30시간,2021.12.07,5점,"코로나19로 인해 많은 것이 달라졌다. 그 중에서도 학급에서의 생활은 그 전의 모습은 생각이 안날 정도로 달라셨다. 급속도로 변한 환경과 그 한경에 재빨리 적응해야 하는 나 사이에서 참 많이 혼란스러웠다. 혼란스러움은 자연스레 자존감 하락으로 이어졌고 교실에 들어갈 용기도 조금씩 사라지고 있었다. 다행히 여름방학을 하고 이 강의를 수강하면서 바닥이 아닌 지하를 뚫고 가고 있던 내 자존감은 예전과 같이 하늘을 향해 달려가고 있다. 이번 강의에서 가장 좋았던 것은 바로 가르 칠 수 있는 용기를 심어준 부분이다. 사소하다면 사소할 수 있고 작은 용기를 심어준 것이지만 그 효과는 상당히 컸고 다시 교직의 긍정적인 부분을 많이 알게 해준 뜻 깊은 한 차시였다.
이번 연수를 통해 많은 것을 얻을 수 있었다. 아직 교직은 희망이 더많은 것에 감사함을 느끼고 티셀파에도 감사함을 표한다."
교육과정을 뒤집다! 백워드 통합단원 설계,15시간,2021.12.07,5점,"강의 중에 여러 선생님들이 회의를 통해 백워드 통합단원을 설계하는 부분이 백워드 설계를 이해하는데 도움이 되었습니다.
이론 설명도 좋았으나 학습한 내용을 바탕으로 실제 해보아야 백워드 설계에 대해 내 것으로 완전히 이해할 수 있을 것 같습니다."
같이 읽고 함께 나누는 독서수업방법,30시간,2021.12.07,5점,"초등 교사입니다. 몇 학년을 맡게 되든, 온작품은 필수인 시대가 되었습니다. 이젠 교과서에도 독서단원이 있지요.
매년 2월마다 교육과정을 짜며, 어떤 책을 온작품으로 선정할지에 대한 고민이 많았는데, 이 연수가 큰 도움이 되었습니다.
그리고 독서 전중후 활동 적절한 예시 감사합니다."
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2021.12.07,4점,우리나라를 위해 애써주신 많은 분들께 감사한 마음이 다시금 드는 연수였습니다.
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.12.06,5점,"실습연수인데 어렵지 않게 선 그리는 것부터, 클릭하는 것부터 차근차근 알려줘서 좋았어요! 이번 겨울방학때 다시 들으면서 복습하고 싶어요 ^^"
저자가 알려주는 수학 교과서 100% 활용하기 (초등 3~4학년),5시간,2021.12.06,5점,"초3~4에만 국한된 연수가 아니라 수학수업을 하면서 한번쯤 생각해보았던 고민들에 대한 해결방안을 제시해주었습니다.
연수 내용을 통해 새로운 수업 아이디어도 얻어갑니다. 감사합니다!"
지리와 함께하는 인문학 티타임,30시간,2021.12.06,5점,초등이지만 다양한 길에 대한 상식을 넓힐 수 있는 아주 유익한 연수였습니다. 감사합니다.
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.12.06,5점,"수업에 활용이 가능한 다양한 재료들을 알 수 있었고, 미술 심리를 이해하는데 많은 도움이 된 것 같습니다!"
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2021.12.06,5점,"학급에서 실제 사용가능한 유익한 내용으로 이루어진 연수였습니다.
학급 내에서 아이들과 행복하게 보낼 수 있는 이벤트들이 많았고,
학생 뿐 아니라 학부모에게도 적용가능한 내용이 있어서 좋았습니다.

다만, 코로나시대에 조금 적용하기 어려운 내용들이 아쉬웠고,
초등에 맞춰져있는 연수여서 아쉬웠습니다.
중등에도 적용가능한 내용들이 많이 있는 연수가 있으면 더 좋을 것 같습니다.

학교에서 근무를 시작한지 얼마 안된 선생님께 정말 추천하고 싶은 연수였습니다."
수업을 살리는 꿀팁 레시피,30시간,2021.12.06,5점,"쉽지 않은 교육환경 속에서 교사들의 자기계발을 통한 수업과 학생지도 능력의 신장은 이제 필수가 된 것 같다. 10년의 세월이 흐르는 동안 열정으로 지냈던 시기, 그 동안 해왔던 방식으로 쉬이 흘러가던 시기 등등. 무엇보다 내 자신의 만족과 행복이 바탕이 되어야 한다는 생각에 신청했던 이 연수를 통해 학생들과 소통하고 나의 수업을 한 층 업그레이드 한 느낌의 좋은 연수였습니다."
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2021.12.06,5점,과거 우리나라와 민족을 위해 애쓰셨던 분들에 대한 감사의 마음을 갖게 하는 의미있는 연수입니다.
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.12.06,4점,심리를 파악할 수 있는 팁들이 있어서 유용했습니다.~
수업을 살리는 미술 레시피,30시간,2021.12.06,5점,"미술수업은 가장 쉬우면서도 가장 어려운 과목이다.
단순히 학생들에게 그림을 그리라고만 하면 가장 쉬운 과목이지만 미술적 지식을 가르치고 다양한 미술수업을 하려면 가장 어려운 과목이다. 이런 미술수업을 어떻게 하면 다양하게 할까 하는 고민은 초임때 부터 지금까지 이어져 오고 있다. 고민은 많이 했지만 실질적으로 수업에 고민을 도입한 적은 별로 없어서 그 고민은 해결하고자 연수를 수강하게 되었다. 결론적으로 연수는 정말 실제 수업에 많이 도움이되었다. 내가 편한 미술수업에서 학생들이 좋아하고 즐겁게 참여하는 과정에서 미술적 지식과 기법을 습득하게 되는 모두가 즐거운 수업으로 변화하게 되었다. 특히 주제별로 어떻게 하면 수업을 진행하면 되는지도 자세히 소개되어 그대로 수업에 적용할 수 있어서 참 좋았다.
항상 미술수업이 되면 오늘은 어떤 주제로 그림을 그리라고 할까를 고민했는데 이젠 그런 고민없이 다양한 미술수업을 진행할 수 있게되어 나 역시 미술수업이 기다려진다."
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.12.05,5점,"평소에 그림 그리는 것이 자신 없었는데, 강사님을 따라하다보니 어느새 귀여운 그림이 완성되어 있었어요.
실습위주로 지루하지 않게 연수를 받았고,
학생들이 흥미있게 따라올 수 있을 것 같아요. ^^"
메이슨의 패턴잉글리쉬,30시간,2021.12.05,5점,실생활에 활용할 수 있는 패턴을 익힐 수 있었다.
교과서 속 세계문화유산,30시간,2021.12.05,5점,학생들에게 교과서 속 세계문화유산을 쉽고 재미있게 알려줄 수 있게 되었다.
지리와 함께하는 인문학 티타임,30시간,2021.12.05,5점,길이 역사와 문화를 만들어 가는 과정이 흥미로웠다.
일본어 마스터 1,30시간,2021.12.04,5점,"일본어 회화보다는 일본어를 읽고 쓸 수 있기를 바라는 마음으로 신청했는데 이번 강의에서 원하는 만큼 달성했습니다. 일본어에 관심을 더 갖게되었고, 다음 강의도 듣고 싶어졌습니다."
"행복한 학급 만들기, 학생과 교사 자존감 수업",30시간,2021.12.03,5점,"연수 잘 들었습니다. 좋은 연수에 감사드립니다.

다문화 학생, 특수 학생이 많아지는 요즈음 민주적인 학급 세우기가 쉽지 않습니다.

가장 큰 장애는 소통이 안된다는 것인데요.

그래서 학생들이 직접 체험하고 공동체 놀이 활동, 협동 놀이 활동을 통해 친근감, 공존하는 문화를 형성하는게 중요한 것 같아요.

장명루 만들기, 모둠 쌓기 활동, 다양한 체육 활동을 통해 사이좋게 놀기 위해서는 스스로 규칙을 만드는 경험이 쌓여 민주적인 학급을 만드는데 기초가 될 것 같아요~

물론 중간 중간에 갈등이나 문제가 생겼을 때, 선생님의 적절한 개입과 질문이 필요합니다.

혼자서 할 수 없는 활동들, 다양한 협동 놀이를 통해 공존 문화를 만드는게 중요할 것 같아요! 감사합니다~"
교사를 위한 교실 밖 여행인문학,15시간,2021.12.03,5점,국내에도 경관 좋고 특색 음식 등 볼거리와 먹거리가 풍부함을 다시 한 번 배웠습니다. 감사합니다.^*^
두근두근 교실밖 인문학 - 동양사편,30시간,2021.12.03,5점,역사는 언제나 수강해도 재미있어요~ 감사합니다.^*^
SNS 잉글리시 톡,30시간,2021.12.03,5점,"평소에 영어 연수에 관심이 많은데, SNS 잉글리시 톡은 현장감과 실용성이 돋보여서 좋았습니다. 감사합니다~^*^"
스토리텔링을 활용한 초등수학 수업,30시간,2021.12.03,5점,"저학년 아이들은 스토리텔링에 특히 호기심이 많아서, 잘 활용하였어요 감사합니다~^*^"
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2021.12.03,5점,"자료를 찾다보면 마땅한 것이 없어서 늘 고민이었는데, 이 연수 들은 후 손그림에 자신이 생겼어요. 이번에는 파워포인트 연수도 들으려고요. 파워포인트는 더 활용도가 높을 것 같아요. 좋은 연수 감사드려요.^^"
옆반 쌤이 알려주는 꿀팁(온라인 수업편),15시간,2021.12.03,5점,"온라인 수업 준비는 이 연수 하나면 다 끝나요~
정말 유용한 연수였습니다."
"하루 20분, 컬쳐 리스닝 픽업",15시간,2021.12.03,4점,"외국인들이 우리 문화재에 대해 이야기하는데, 문화재에 대해 모르던 것도 알게 되고 리스닝도 기르는 좋은 연수였습니다."
"하루 20분, 상황별 생활영어회화",15시간,2021.12.03,4점,상활에 맞는 생활영어를 알려줘서 잘 공부해두면 유용하게 쓸 수 있을 것 같아요. 반복해서 여러 번 들으면 많이 도움될 것 같아요.
