시,"사용자 성명","영향받는 사용자","이벤트 문맥",구성요소,"이벤트 이름",설명,오리진,"ip 주소"
"30/10/23, 15:18:43","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:18:31","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:18:16","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:18:15","admin lms",-,"시작 페이지",시스템,"강좌 봄","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:18:14","admin lms","admin lms","사용자: admin lms",시스템,"강의 현황","The user with id '2' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 15:18:03","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:18:00","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:59","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:55","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:47","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:46","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:32","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:29","admin lms",-,"시작 페이지",시스템,"강좌 봄","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:27","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:13","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:17:08","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:16:32","admin lms",-,"시작 페이지",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:16:31","admin lms",-,"시작 페이지",시스템,"강좌 봄","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:16:22","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 15:13:15","admin lms",-,"강좌: 파이썬 기초",로그,"로그 보고서 봄","The user with id '2' viewed the log report for the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:46:01","admin lms",-,"강좌: 파이썬 기초",로그,"로그 보고서 봄","The user with id '2' viewed the log report for the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:45:15","admin lms",-,"강좌: 파이썬 기초",로그,"로그 보고서 봄","The user with id '2' viewed the log report for the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:45:12","admin lms",-,"강좌: 파이썬 기초",로그,"로그 보고서 봄","The user with id '2' viewed the log report for the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:44:42","admin lms",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '2' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:44:39","admin lms",-,"강좌: 파이썬 기초",로그,"로그 보고서 봄","The user with id '2' viewed the log report for the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:44:33","admin lms",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '2' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:44:33","admin lms","admin lms","간편설문: 사전학습 설문",간편설문,선택됨,"The user with id '2' has added the option with id '4' for the               user with id '2' from the choice activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:44:27","admin lms",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '2' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:44:21","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:43:45","admin lms",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '2' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:43:34","admin lms",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '2' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:43:25","admin lms",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '2' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:42:47","admin lms",-,"강좌: 파이썬 기초",로그,"로그 보고서 봄","The user with id '2' viewed the log report for the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:42:39","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:42:35","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:42:34","admin lms","admin lms","사용자: admin lms",시스템,"강의 현황","The user with id '2' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:58","choi choi",-,"포럼: 강좌공지",포럼,"감좌 모듈 봄","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:57","choi choi",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:56","choi choi",-,"URL: 파이썬의 역사",URL,"감좌 모듈 봄","The user with id '4' viewed the 'url' activity with course module id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:55","choi choi",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:54","choi choi",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '4' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:54","choi choi","choi choi","간편설문: 사전학습 설문",간편설문,선택됨,"The user with id '4' has added the option with id '4' for the               user with id '4' from the choice activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:50","choi choi",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '4' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:49","choi choi",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '4' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:18","choi choi",-,"URL: 파이썬의 역사",URL,"감좌 모듈 봄","The user with id '4' viewed the 'url' activity with course module id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:17","choi choi",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:10","choi choi",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:02","choi choi",-,"포럼: 강좌공지",포럼,"토론 봄","The user with id '4' has viewed the discussion with id '1' in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:41:00","choi choi",-,"포럼: 강좌공지",포럼,"감좌 모듈 봄","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:40:42","choi choi",-,"포럼: 강좌공지",포럼,"토론 봄","The user with id '4' has viewed the discussion with id '1' in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:40:28","choi choi",-,"포럼: 강좌공지",포럼,"토론 봄","The user with id '4' has viewed the discussion with id '1' in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:40:23","choi choi",-,"포럼: 강좌공지",포럼,"감좌 모듈 봄","The user with id '4' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:40:18","choi choi",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:40:18","choi choi",-,시스템,시스템,"사용자가 로그인 하였습니다.","The user with id '4' has logged in.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:40:00","admin lms","choi choi","강좌: 파이썬 기초",시스템,"사용자 프로파일 봄","The user with id '2' viewed the profile for the user with id '4' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:40:00","admin lms","choi choi","사용자: choi choi",시스템,"사용자가 업데이트 되었습니다.","The user with id '2' updated the profile for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:39:25","admin lms","choi choi","강좌: 파이썬 기초",시스템,"사용자 프로파일 봄","The user with id '2' viewed the profile for the user with id '4' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:39:25","admin lms","choi choi","사용자: choi choi",시스템,"사용자가 업데이트 되었습니다.","The user with id '2' updated the profile for the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:39:00","choi choi",-,시스템,시스템,"사용자 로그인 실패","Login failed for user 'leaner02'. Most likely the password did not match (error ID '3').",web,0:0:0:0:0:0:0:1
"30/10/23, 14:38:48",-,-,시스템,시스템,"사용자 로그인 실패","Login failed for user 'learner02'. User does not exist (error ID '1').",web,0:0:0:0:0:0:0:1
"30/10/23, 14:38:20","admin lms","choi choi","강좌: 파이썬 기초",시스템,"사용자 프로파일 봄","The user with id '2' viewed the profile for the user with id '4' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:38:14",-,-,시스템,시스템,"사용자 로그인 실패","Login failed for user 'choi'. User does not exist (error ID '1').",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:57","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:53","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:51","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:37",-,-,시스템,시스템,"사용자 로그인 실패","Login failed for user 'choi choi'. User does not exist (error ID '1').",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:25","admin lms",-,시스템,시스템,"사용자 로그인 실패","Login failed for user 'admin'. Most likely the password did not match (error ID '3').",web,0:0:0:0:0:0:0:1
"30/10/23, 14:37:12",-,-,"시작 페이지",시스템,"강좌 봄","The user with id '0' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:58","admin lms","admin lms","사용자: admin lms",시스템,"강의 현황","The user with id '2' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:58","admin lms",-,시스템,시스템,"사용자가 로그인 하였습니다.","The user with id '2' has logged in.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:53","choi choi",-,시스템,시스템,"사용자가 로그아웃 했습니다.","The user with id '4' has logged out.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:49","admin lms를 choi choi로","choi choi","사용자: choi choi",시스템,"강의 현황","The user with id '4' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:39","admin lms를 choi choi로","admin lms","강좌: 파이썬 기초",시스템,"사용자 프로파일 봄","The user with id '4' viewed the profile for the user with id '2' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:27","admin lms를 admin lms로","choi choi",시스템,시스템,"사용자가 다른 사용자로 로그인하였습니다.","The user with id '2' has logged in as the user with id '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:13","admin lms","choi choi","강좌: 파이썬 기초",시스템,"사용자 프로파일 봄","The user with id '2' viewed the profile for the user with id '4' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:10","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:07","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:06","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:01","admin lms","admin lms","사용자: admin lms",시스템,"강의 현황","The user with id '2' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:36:01","admin lms",-,시스템,시스템,"사용자가 로그인 하였습니다.","The user with id '2' has logged in.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:35:49","admin lms",-,시스템,시스템,"사용자 로그인 실패","Login failed for user 'admin'. Most likely the password did not match (error ID '3').",web,0:0:0:0:0:0:0:1
"30/10/23, 14:35:43",-,-,시스템,시스템,"사용자 로그인 실패","Login failed for user 'xodrnfl98@gmail.com'. User does not exist (error ID '1').",web,0:0:0:0:0:0:0:1
"30/10/23, 14:35:22","choi choi",-,시스템,시스템,"사용자가 로그아웃 했습니다.","The user with id '4' has logged out.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:35:17","admin lms를 choi choi로","choi choi","사용자: choi choi",시스템,"강의 현황","The user with id '4' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:52","  손님 사용자",-,시스템,시스템,"사용자 로그인 실패","Login failed for user 'lee lee'. User does not exist (error ID '1').",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:11","admin lms를 choi choi로",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:09","admin lms를 choi choi로",-,"시작 페이지",시스템,"강좌 봄","The user with id '4' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:08","admin lms를 choi choi로",-,시스템,시스템,"My courses viewed","The user with id '4' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:07","admin lms를 choi choi로","choi choi","사용자: choi choi",시스템,"강의 현황","The user with id '4' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:06","admin lms를 choi choi로",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:05","admin lms를 choi choi로",-,"시작 페이지",시스템,"강좌 봄","The user with id '4' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:03","admin lms를 choi choi로",-,"시작 페이지",시스템,"강좌 봄","The user with id '4' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:02","admin lms를 choi choi로","choi choi","사용자: choi choi",시스템,"강의 현황","The user with id '4' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:01","admin lms를 choi choi로","choi choi","사용자: choi choi",시스템,"강의 현황","The user with id '4' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:34:00","admin lms를 choi choi로",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '4' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:33:58","admin lms를 choi choi로",-,시스템,시스템,"My courses viewed","The user with id '4' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:33:51","admin lms를 choi choi로",-,"강좌: 파이썬 기초","User tours","Tour ended","The user with id '4' has ended the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
